Unnamed: 0,id,domain,type,url,content,scraped_at,inserted_at,updated_at,title,authors,keywords,meta_keywords,meta_description,tags,summary,source
7904,3275457,trueeconomics.blogspot.com,unknown,http://trueeconomics.blogspot.com/search/label/US-EU,"“It is not true that people stop pursuing dreams because they grow old, they grow old because they stop pursuing dreams.” Gabriel Garcí­a Márquez





Nassim Nicholas Taleb was asked whether public protests in Athens is a Black Swan Event. He replied: “No. The real Black Swan Event is that people are not rioting against the banks in London and New York.”



",2017-11-18T20:01:27.400599,2018-02-07 23:39:33.852671,2018-02-07 23:39:33.852696,True Economics,"Constantin Gurdgiev, View My Complete Profile",,[''],"Economics, Europe, Financial Markets, Investment, Economics, Financial Crisis, Banks, Finance, Euro, Russia, Ireland, Fiscal, Risk, Hedge, Gold","EU-US spy scandal, EU privacy, US-EU, US-EU Trade Deal",,
7905,3275458,washingtonsblog.com,bias,http://www.washingtonsblog.com/2010/05/is-it-true-that-alternative-energy-is-too-expensive.html,"Many people assume that alternative energy is simply too expensive, and not competitive with oil and other conventional means of energy.

While some alternative writers allege that the big oil companies have artificially increased alternative energy prices by buying up promising alternative energy technologies – for example supposedly helping to kill first-generation electric cars by buying up promising battery patents so they couldn’t be used in electric models – we don’t even need to go down that rabbit hole.

Specifically, a 2008 report for Congress by the Congressional Research Service entitled “Renewable Energy R&D Funding History: A Comparison with Funding for Nuclear Energy, Fossil Energy, and Energy Efficiency R&D” notes:

Over the 30-year period from the Department of Energy’s inception at the beginning of fiscal Year (FY) 1978 through FY2007, federal spending for renewable energy R&D amounted to about 16% of the energy R&D total, compared with 15% for energy efficiency, 25% for fossil, and 41% for nuclear. For the 60-year period from 1948 through 2007, nearly 11% went to renewables, compared with 9% for efficiency, 25% for fossil, and 54% for nuclear.

In other words, renewable energy research and development received a small fraction of the R&D funding for nuclear and fossil fuels. This has skewed the market, making conventional energy sources cheaper and alternative sources more expensive.

In addition, when the externalities of environmental, military and terrorism costs are taken into account, conventional energy production is much more expensive than most people realize.

For example, as I wrote yesterday, the government has decided that deepwater oil drilling in the Gulf and other fragile and hard-to-drill regions – and securing oil in Iraq and other foreign regions – are in our national security and national energy policy interests (remember that Alan Greenspan, John McCain, George W. Bush, Sarah Palin, a high-level National Security Council officer and others all say that the Iraq war was really about oil).

Nobel prize winning economist Joseph Stiglitz says that the Iraq war alone will cost $$3-5 trillion dollars.

And economist Anita Dancs writes:

Each year, our military devotes substantial resources to securing access to and safeguarding the transportation of oil and other energy sources. I estimate that we will pay $$90 billion this year to secure oil. If spending on the Iraq War is included, the total rises to $$166 billion.

In addition, experts say that the Iraq war has increased the threat of terrorism. See this, this, this, this, this, this and this.

The bottom line is that if alternative energy R&D was funded at the same level as conventional energy, and when the externalities of environmental, military and terrorism costs are taken into account, it is not clear that alternative energy is really substantially more expensive than conventional energy. At the very least, if the playing field were leveled, alternative energy could become cost competitive in the relatively near-term future.",2017-11-18T20:01:27.400599,2018-02-07 23:39:33.852671,2018-02-07 23:39:33.852696,Is It True that Alternative Energy Is Too Expensive?,"Posted On, Black Swan, حاتم حماد",,[''],,,,
7906,3275459,rinf.com,political,http://rinf.com/alt-news/multimedia/video-keep-american-empire-alive-nato-builds-up-forces-along-russian-border/,"The operation is called ‘Atlantic Resolve’ and will see the deployment of thousands of American soldiers and tanks. However, ships carrying the first batch of …



Via Youtube",2017-11-18T20:01:27.400599,2018-02-07 23:39:33.852671,2018-02-07 23:39:33.852696,Video: ‘Keep American empire alive’: NATO builds up forces along Russian border,,,[''],"The operation is called 'Atlantic Resolve' and will see the deployment of thousands of American soldiers and tanks. However, ships carrying the first batch","RT, German port, *, Atlantic Resolve, US State Department official, Russia Today, Army Go Home, Ma..., Russian border, US State Department, NATO, American soldiers",,
7907,3275460,dailykos.com,political,https://www.dailykos.com/stories/2009/11/21/806926/-,"Shots fired! Martha Stewart of all people goes in on Sarah Palin in the following video.

She calls Palin ""boring"", ""confused"", and ""a dangerous person"". Normally I don't really care for what comes out of Martha Stewart's mouth, but she was dead on in her assessment of Palin. Palin is a habitual liar who seemingly lies about any and everything, and she is a dangerous person because she is simply lacking the knowledge to talk about the things she talks about, and people take her word as gospel without bothering to fact check and see what is really going on.

So good on you Martha, good on you.",2017-11-18T20:01:27.400599,2018-02-07 23:39:33.852671,2018-02-07 23:39:33.852696,Shots Fired!,"Backgroundurl Avatar_Large, Nickname, Joined, Created_At, Story Count, N_Stories, Comment Count, N_Comments, Popular Tags, Showtags Popular_Tags",,[''],,,,
7908,3275461,dailykos.com,political,https://www.dailykos.com/stories/2010/4/11/856390/-,"As reported by CNN, Bishops in the state of Connecticut are fighting against a bill that will remove the statute of limitations of child molestation cases. Under current law, a victim has 30 years beyond their 18th birthday [Until the day of their 48th birthday] to file a lawsuit. The letter which can be found here urges Priests to attempt to sway their parishioners to get try and persuade their state representatives and state legislative members into protecting the church from not having to deal with these accusations after a certain time limit. This is not being done to protect it's reputation. They're more concerned with their assets, IE things that bring in money.

Now we all know, that the ""unofficial"" church policy in a lot of places, is to deny that the molestation ever took place, and quietly transfer the accused to another state, to avoid prosecution. This now leaves the door for an indefinite time table for a lawsuit to be filed. I hope that this bill goes through, and see more states take action because the church is not above the law.",2017-11-18T20:01:27.400599,2018-02-07 23:39:33.852671,2018-02-07 23:39:33.852696,Connecticut Bishops fight for the right to continue to molest children...,"Backgroundurl Avatar_Large, Nickname, Joined, Created_At, Story Count, N_Stories, Comment Count, N_Comments, Popular Tags, Showtags Popular_Tags",,[''],,,,
7909,3275463,trueeconomics.blogspot.com,unknown,http://trueeconomics.blogspot.com/search/label/Irish%20enterprises,"These jobs were created by companies working with the agencies, not by agencies themselves. In simple terms, ""Ireland's enterprise development agencies"" have not created any of these jobs, although they might have been helpful in bringing these jobs to Ireland or helping companies in developing activities that resulted in these jobs creation. In some instances, working with the agency involves not much more than obtaining an investment from an agency-supported fund that is not actively administered or managed by the agency. In this case, a company 'client' of the agency does not have much of an engagement with the agency at all. In a sense, such jobs creation by the agency amounts to the jobs creation by the financial investors - they provide funds for jobs that are to be created - with or without them, sometimes - but they do not actively 'create' jobs. Net jobs created claim relates to gross increase in total employment during 2012 over 2011 final figure. This increase in its entirety does not accrue to the company activities with the agencies. For example, a mature enterprise can be engaged with an agency in developing new markets for exports. The enterprise might hire new workers for work totally unrelated to its engagement with the agency. Should the credit for these jobs additions go to the agency? Let's put this differently: suppose you broker a deal between companies 1 & 2 to purchase good X by 1 from 2. Should you get credit for company 1 buying from company 2 good A as well? Net jobs creation on the year 2011 assumes that these are new jobs added. This is also not true. It might be a job that replaces a layoff or redundancy that took place in 2011, but was not filled for 3-4 (or longer) months and thus hiring took place in 2012. What happens? Level of 2011 employment that serves as a base decreases by 1 job, level of employment in 2012 increases by 1. New jobs created = zero, yet Forfas study reports a net jobs creation of 1. The survey includes Ireland-based MNCs, which have multi-annual jobs rolls, so the point (4) above applies to their activities even more significantly than for domestic enterprises. 5,747 of the 8,975 jobs were 'created' in foreign-owned MNCs The survey also includes a number of larger internationally-trading Irish firms. Some of the jobs added could have been created and announced before the company was engaged with the state agency, but their filling was delayed until 2012 when the company was engaged with the agency. Many of the firms covered in the survey are mature and established firms and are no longer 'assisted' in any meaningful way by the state agencies, since they have long-term established operations in Ireland. A standard practice in business is when a broker of a deal gets a commission for the deal. The broker usually ceases to be compensated for any future deals signed by the two companies engaged in the original transaction once the original transaction is over. In the case of the Irish state agencies, the credit seems to flow unabated regardless of whether their work does directly contribute to the jobs creation or not. In some cases, 'net jobs created' by agencies-assisted companies can be actually poorly accounted jobs rotations within the economy. Example: an agency providing outsourcing service to, say, Nama moves into the country assisted by one of the international FDI agencies in the state. It creates 100 jobs that are counted as new. Yet it takes on 100 staff from the previously closed domestic agency that was not assisted by the agency. Net jobs creation in state agencies assisted companies +100. Net jobs creation in Irish economy = 0.





Per press reports today: ""IRELAND'S enterprise development agenciesnearly 9,000 net jobs in 2012, new statistics outlined."" The reports reference the findings of the Forfas 2012 Annual Employment Survey (linked at the bottom) which showed that ""total permanent full-time employment in agency-assisted companies operating in all sectors amounted to 294,785 in 2012, a net increase of 8,975 jobs or 3.1pc.""The quoted statement above is nonsensical and should not have been made. Here's why:These are at least some of the reasons why both the 8,975 jobs additions can be questioned and why in general none of these jobs were 'created' by the state agencies and not all of these jobs relate to the activities with which the state agencies are engaged.There is also a reason to question the very word 'permanent' jobs. If they are permanent, then why has the employment levels in agencies-assisted firms still running below 2006 peak? Permanent is permanent, right?And it really is not needed to make silly statements of this sort - some of the agencies - e.g. EI and IDA - are doing excellent work in many areas and are wanting in other. This is natural for any agency and any enterprise. The point is not to brow-beat them for the latter nor to ignore it, and it is also not to over-praise them for the former. What is needed is more precise and more transparent accounting and reporting. Alas, Forfas doesn't really deliver on that and never did. Instead we have a report full of chart, numbers and tables that offer little deep insight and even less real analysis.Full Forfas report is here: http://www.forfas.ie/media/04072013-Annual_Employment_Survey_2012-Publication.pdf",2017-11-18T20:01:27.400599,2018-02-07 23:39:33.852671,2018-02-07 23:39:33.852696,True Economics,"Constantin Gurdgiev, View My Complete Profile",,[''],"Economics, Europe, Financial Markets, Investment, Economics, Financial Crisis, Banks, Finance, Euro, Russia, Ireland, Fiscal, Risk, Hedge, Gold","Irish jobs creation, 2012 workforce, 2012 skills report, Irish labour force, FAS, Irish enterprises",,
7910,3275464,trueeconomics.blogspot.com,unknown,https://trueeconomics.blogspot.com/search/label/services%20exports,"“It is not true that people stop pursuing dreams because they grow old, they grow old because they stop pursuing dreams.” Gabriel Garcí­a Márquez





Nassim Nicholas Taleb was asked whether public protests in Athens is a Black Swan Event. He replied: “No. The real Black Swan Event is that people are not rioting against the banks in London and New York.”



",2017-11-18T20:01:27.400599,2018-02-07 23:39:33.852671,2018-02-07 23:39:33.852696,True Economics,"Constantin Gurdgiev, View My Complete Profile",,[''],"Economics, Europe, Financial Markets, Investment, Economics, Financial Crisis, Banks, Finance, Euro, Russia, Ireland, Fiscal, Risk, Hedge, Gold","Open Europe, Trade in Services, services exports, European Services Directive, European reforms",,
7911,3275465,trueeconomics.blogspot.com,unknown,https://trueeconomics.blogspot.com/search/label/Open%20Europe,"



The EU Commission published volumes of commissioned - made-to-order - research that shows just how brilliant an idea the FTT really is: it will raise loads of revenues, harm no one and will not reduce financial markets efficiency. Stopping just short of declaring the FTT to be a panacea to common cold, the EU enthusiastically propagandized the idea despite the simple fact that vast majority of academic research on the topic of transactions taxes finds that they are either ineffective as means for revenue raising or costly in terms of economic efficiency.





I wrote about this (see link at the bottom of this post below) and will continue to write, not because I long for an easy life for the bankers or financial investors, but because I recognise the fact that investment markets are necessary to the functioning of the society and the economy, and because I also recognise that more open, less restricted, but well-regulated and strictly enforced financial services are better than anything that Brussels et al can conceive in their technocratic dreams.





another study ( So in line with the past record, here's http://www.cpb.nl/en/publication/an-evaluation-of-the-financial-transaction-tax ) that explores ""...whether the FTT is likely to correct the market failures that have contributed to the financial crisis, how well the FTT is likely to succeed in raising revenues, and how the FTT compares to alternative taxes in terms of efficiency.""





The study finds (emphasis is mine) ""... little evidence that the FTT will be effective in correcting

market failures. Taxing of transactions is not well targeted at behaviour that leads to excessive risk and systemic risk creation. The empirical evidence does not suggest that the introduction of an FTT reduces volatility or asset price bubbles. Transaction taxes will likely reduce investment in trading activity and information acquisition, but also raise the costs of insurance against currency and interest risks by companies, insurers and pension funds. The welfare effect of that is unclear.""

""The FTT will likely raise significant revenues, in spite of the fact that the tax base is highly elastic. In the short term, the incidence of the tax will be chiefly on the current holders of securities. Ultimately, the tax will be borne in part by end users, and we estimate the likely effects on economic growth.""

""When compared to alternative forms of taxation of the financial sector, the FTT is likely less efficient given the amount of revenues. In particular, taxes that more directly address existing distortions (such as the current VAT exemption for banks, and the bias towards debt financing) provide more efficient alternatives.""



And here's a report from the Open Europe think-tank on the FTT, assessing the EU Commission response to the concerns of the eleven - that right, eleven - member states: (



Quote: ""The Commission's response ranges from weak to capricious to outright ridiculous. For example, when it says that ""we're not aware of any credit crunch"" in Europe.""



What else is new?



Note: I wrote about the concerns around the issues of repos and hedging here:





Links to past articles on FTT: http://trueeconomics.blogspot.ie/search?q=FTT&max-results=20&by-date=true

You can search this blog for key words and sort the posts by relevance or date.



And here's aon the FTT, assessing the EU Commission response to the concerns of the eleven - that right, eleven - member states: ( http://openeuropeblog.blogspot.co.uk/2013/05/if-you-had-kept-quiet-you-would-have.html Quote: ""The Commission's response ranges from weak to capricious to outright ridiculous. For example, when it says that ""we're not aware of any credit crunch"" in Europe.""What else is new?Note: I wrote about the concerns around the issues of repos and hedging here: http://trueeconomics.blogspot.ie/2013/05/3052013-ftt-up-down-down-again-climbing.html Links to past articles on FTT: http://trueeconomics.blogspot.ie/search?q=FTT&max-results=20&by-date=trueYou can search this blog for key words and sort the posts by relevance or date.

FTT - Financial Transactions Tax - has been the pet project of pure love for Eurocrats and Socialistas in the Member States, hungry for revenue. It has been labelled a 'Robin Hood Tax' because the politicians attempted to sell it as a tax on filthy-rich financial services to redistribute to starving unemployed, presumably, despite the simple fact that in the un-competitive and fragmented market for financial services that is Europe, such a tax - any tax - will be fully passed onto ordinary savers, investors, depositors and in general onto the users of financial services.",2017-11-18T20:01:27.400599,2018-02-07 23:39:33.852671,2018-02-07 23:39:33.852696,True Economics,"Constantin Gurdgiev, View My Complete Profile",,[''],"Economics, Europe, Financial Markets, Investment, Economics, Financial Crisis, Banks, Finance, Euro, Russia, Ireland, Fiscal, Risk, Hedge, Gold","Tobin Tax, services exports, FTT, European reforms, CPB, European Services Directive, Open Europe, Financial Transactions Tax, Trade in Services, EU financial transactions tax",,
7912,3275466,trueeconomics.blogspot.com,unknown,https://trueeconomics.blogspot.com/search/label/European%20Services%20Directive,"“It is not true that people stop pursuing dreams because they grow old, they grow old because they stop pursuing dreams.” Gabriel Garcí­a Márquez





Nassim Nicholas Taleb was asked whether public protests in Athens is a Black Swan Event. He replied: “No. The real Black Swan Event is that people are not rioting against the banks in London and New York.”



",2017-11-18T20:01:27.400599,2018-02-07 23:39:33.852671,2018-02-07 23:39:33.852696,True Economics,"Constantin Gurdgiev, View My Complete Profile",,[''],"Economics, Europe, Financial Markets, Investment, Economics, Financial Crisis, Banks, Finance, Euro, Russia, Ireland, Fiscal, Risk, Hedge, Gold","Open Europe, Trade in Services, services exports, European Services Directive, European reforms",,
7913,3275467,trueeconomics.blogspot.com,unknown,http://trueeconomics.blogspot.com/search/label/2012%20workforce,"These jobs were created by companies working with the agencies, not by agencies themselves. In simple terms, ""Ireland's enterprise development agencies"" have not created any of these jobs, although they might have been helpful in bringing these jobs to Ireland or helping companies in developing activities that resulted in these jobs creation. In some instances, working with the agency involves not much more than obtaining an investment from an agency-supported fund that is not actively administered or managed by the agency. In this case, a company 'client' of the agency does not have much of an engagement with the agency at all. In a sense, such jobs creation by the agency amounts to the jobs creation by the financial investors - they provide funds for jobs that are to be created - with or without them, sometimes - but they do not actively 'create' jobs. Net jobs created claim relates to gross increase in total employment during 2012 over 2011 final figure. This increase in its entirety does not accrue to the company activities with the agencies. For example, a mature enterprise can be engaged with an agency in developing new markets for exports. The enterprise might hire new workers for work totally unrelated to its engagement with the agency. Should the credit for these jobs additions go to the agency? Let's put this differently: suppose you broker a deal between companies 1 & 2 to purchase good X by 1 from 2. Should you get credit for company 1 buying from company 2 good A as well? Net jobs creation on the year 2011 assumes that these are new jobs added. This is also not true. It might be a job that replaces a layoff or redundancy that took place in 2011, but was not filled for 3-4 (or longer) months and thus hiring took place in 2012. What happens? Level of 2011 employment that serves as a base decreases by 1 job, level of employment in 2012 increases by 1. New jobs created = zero, yet Forfas study reports a net jobs creation of 1. The survey includes Ireland-based MNCs, which have multi-annual jobs rolls, so the point (4) above applies to their activities even more significantly than for domestic enterprises. 5,747 of the 8,975 jobs were 'created' in foreign-owned MNCs The survey also includes a number of larger internationally-trading Irish firms. Some of the jobs added could have been created and announced before the company was engaged with the state agency, but their filling was delayed until 2012 when the company was engaged with the agency. Many of the firms covered in the survey are mature and established firms and are no longer 'assisted' in any meaningful way by the state agencies, since they have long-term established operations in Ireland. A standard practice in business is when a broker of a deal gets a commission for the deal. The broker usually ceases to be compensated for any future deals signed by the two companies engaged in the original transaction once the original transaction is over. In the case of the Irish state agencies, the credit seems to flow unabated regardless of whether their work does directly contribute to the jobs creation or not. In some cases, 'net jobs created' by agencies-assisted companies can be actually poorly accounted jobs rotations within the economy. Example: an agency providing outsourcing service to, say, Nama moves into the country assisted by one of the international FDI agencies in the state. It creates 100 jobs that are counted as new. Yet it takes on 100 staff from the previously closed domestic agency that was not assisted by the agency. Net jobs creation in state agencies assisted companies +100. Net jobs creation in Irish economy = 0.





Per press reports today: ""IRELAND'S enterprise development agenciesnearly 9,000 net jobs in 2012, new statistics outlined."" The reports reference the findings of the Forfas 2012 Annual Employment Survey (linked at the bottom) which showed that ""total permanent full-time employment in agency-assisted companies operating in all sectors amounted to 294,785 in 2012, a net increase of 8,975 jobs or 3.1pc.""The quoted statement above is nonsensical and should not have been made. Here's why:These are at least some of the reasons why both the 8,975 jobs additions can be questioned and why in general none of these jobs were 'created' by the state agencies and not all of these jobs relate to the activities with which the state agencies are engaged.There is also a reason to question the very word 'permanent' jobs. If they are permanent, then why has the employment levels in agencies-assisted firms still running below 2006 peak? Permanent is permanent, right?And it really is not needed to make silly statements of this sort - some of the agencies - e.g. EI and IDA - are doing excellent work in many areas and are wanting in other. This is natural for any agency and any enterprise. The point is not to brow-beat them for the latter nor to ignore it, and it is also not to over-praise them for the former. What is needed is more precise and more transparent accounting and reporting. Alas, Forfas doesn't really deliver on that and never did. Instead we have a report full of chart, numbers and tables that offer little deep insight and even less real analysis.Full Forfas report is here: http://www.forfas.ie/media/04072013-Annual_Employment_Survey_2012-Publication.pdf",2017-11-18T20:01:27.400599,2018-02-07 23:39:33.852671,2018-02-07 23:39:33.852696,True Economics,"Constantin Gurdgiev, View My Complete Profile",,[''],"Economics, Europe, Financial Markets, Investment, Economics, Financial Crisis, Banks, Finance, Euro, Russia, Ireland, Fiscal, Risk, Hedge, Gold","Irish jobs creation, 2012 workforce, 2012 skills report, Irish labour force, FAS, Irish enterprises",,
7914,3275468,trueeconomics.blogspot.com,unknown,http://trueeconomics.blogspot.com/search/label/2012%20skills%20report,"These jobs were created by companies working with the agencies, not by agencies themselves. In simple terms, ""Ireland's enterprise development agencies"" have not created any of these jobs, although they might have been helpful in bringing these jobs to Ireland or helping companies in developing activities that resulted in these jobs creation. In some instances, working with the agency involves not much more than obtaining an investment from an agency-supported fund that is not actively administered or managed by the agency. In this case, a company 'client' of the agency does not have much of an engagement with the agency at all. In a sense, such jobs creation by the agency amounts to the jobs creation by the financial investors - they provide funds for jobs that are to be created - with or without them, sometimes - but they do not actively 'create' jobs. Net jobs created claim relates to gross increase in total employment during 2012 over 2011 final figure. This increase in its entirety does not accrue to the company activities with the agencies. For example, a mature enterprise can be engaged with an agency in developing new markets for exports. The enterprise might hire new workers for work totally unrelated to its engagement with the agency. Should the credit for these jobs additions go to the agency? Let's put this differently: suppose you broker a deal between companies 1 & 2 to purchase good X by 1 from 2. Should you get credit for company 1 buying from company 2 good A as well? Net jobs creation on the year 2011 assumes that these are new jobs added. This is also not true. It might be a job that replaces a layoff or redundancy that took place in 2011, but was not filled for 3-4 (or longer) months and thus hiring took place in 2012. What happens? Level of 2011 employment that serves as a base decreases by 1 job, level of employment in 2012 increases by 1. New jobs created = zero, yet Forfas study reports a net jobs creation of 1. The survey includes Ireland-based MNCs, which have multi-annual jobs rolls, so the point (4) above applies to their activities even more significantly than for domestic enterprises. 5,747 of the 8,975 jobs were 'created' in foreign-owned MNCs The survey also includes a number of larger internationally-trading Irish firms. Some of the jobs added could have been created and announced before the company was engaged with the state agency, but their filling was delayed until 2012 when the company was engaged with the agency. Many of the firms covered in the survey are mature and established firms and are no longer 'assisted' in any meaningful way by the state agencies, since they have long-term established operations in Ireland. A standard practice in business is when a broker of a deal gets a commission for the deal. The broker usually ceases to be compensated for any future deals signed by the two companies engaged in the original transaction once the original transaction is over. In the case of the Irish state agencies, the credit seems to flow unabated regardless of whether their work does directly contribute to the jobs creation or not. In some cases, 'net jobs created' by agencies-assisted companies can be actually poorly accounted jobs rotations within the economy. Example: an agency providing outsourcing service to, say, Nama moves into the country assisted by one of the international FDI agencies in the state. It creates 100 jobs that are counted as new. Yet it takes on 100 staff from the previously closed domestic agency that was not assisted by the agency. Net jobs creation in state agencies assisted companies +100. Net jobs creation in Irish economy = 0.





Per press reports today: ""IRELAND'S enterprise development agenciesnearly 9,000 net jobs in 2012, new statistics outlined."" The reports reference the findings of the Forfas 2012 Annual Employment Survey (linked at the bottom) which showed that ""total permanent full-time employment in agency-assisted companies operating in all sectors amounted to 294,785 in 2012, a net increase of 8,975 jobs or 3.1pc.""The quoted statement above is nonsensical and should not have been made. Here's why:These are at least some of the reasons why both the 8,975 jobs additions can be questioned and why in general none of these jobs were 'created' by the state agencies and not all of these jobs relate to the activities with which the state agencies are engaged.There is also a reason to question the very word 'permanent' jobs. If they are permanent, then why has the employment levels in agencies-assisted firms still running below 2006 peak? Permanent is permanent, right?And it really is not needed to make silly statements of this sort - some of the agencies - e.g. EI and IDA - are doing excellent work in many areas and are wanting in other. This is natural for any agency and any enterprise. The point is not to brow-beat them for the latter nor to ignore it, and it is also not to over-praise them for the former. What is needed is more precise and more transparent accounting and reporting. Alas, Forfas doesn't really deliver on that and never did. Instead we have a report full of chart, numbers and tables that offer little deep insight and even less real analysis.Full Forfas report is here: http://www.forfas.ie/media/04072013-Annual_Employment_Survey_2012-Publication.pdf",2017-11-18T20:01:27.400599,2018-02-07 23:39:33.852671,2018-02-07 23:39:33.852696,True Economics,"Constantin Gurdgiev, View My Complete Profile",,[''],"Economics, Europe, Financial Markets, Investment, Economics, Financial Crisis, Banks, Finance, Euro, Russia, Ireland, Fiscal, Risk, Hedge, Gold","Irish jobs creation, 2012 workforce, 2012 skills report, Irish labour force, FAS, Irish enterprises",,
7915,3275470,washingtonsblog.com,bias,http://www.washingtonsblog.com/2010/11/fraud-started-at-very-top-with.html,"The government’s entire strategy now – as during the S&L crisis – is to cover up how bad things are.

But it is not only a matter of covering up fraud that has already happened. The government also created an environment which greatly encouraged fraud.

Here are just a few of many potential examples:

The government-sponsored rating agencies committed massive fraud (and see this)

The Treasury department allowed banks to “cook their books”

Business Week wrote on May 23, 2006:

“President George W. Bush has bestowed on his intelligence czar, John Negroponte, broad authority, in the name of national security, to excuse publicly traded companies from their usual accounting and securities-disclosure obligations.”

Regulators knew of and allowed the use of debt-hiding accounting tricks by the big banks



Tim Geithner was complicit in Lehman’s accounting fraud, (and see this), and pushed to pay AIG’s CDS counterparties at full value, and then to keep the deal secret. And as Robert Reich notes, Geithner was “very much in the center of the action” regarding the secret bail out of Bear Stearns without Congressional approval. William Black points out: “Mr. Geithner, as President of the Federal Reserve Bank of New York since October 2003, was one of those senior regulators who failed to take any effective regulatory action to prevent the crisis, but instead covered up its depth”

The former chief accountant for the SEC says that Bernanke and Paulson broke the law and should be prosecuted

Freddie and Fannie helped to create the epidemic of mortgage fraud

The government knew about mortgage fraud a long time ago. For example, the FBI warned of an “epidemic” of mortgage fraud in 2004. However, the FBI, DOJ and other government agencies then stood down and did nothing. See this and this. For example, the Federal Reserve turned its cheek and allowed massive fraud, and the SEC has repeatedly ignored accounting fraud. Indeed, Alan Greenspan took the position that fraud could never happen

Bernanke might have broken the law by letting unemployment rise in order to keep inflation low

Paulson and Bernanke falsely stated that the big banks receiving Tarp money were healthy, when they were not

Arguably, both the Bush and Obama administrations broke the law by refusing to close insolvent banks

Congress may have covered up illegal tax breaks for the big banks

Of course, deregulation by Larry Summers, Robert Rubin, Phil Gramm and many other high-level politicians and regulators also helped to grease the skids for fraud

Economist James K. Galbraith wrote in the introduction to his father, John Kenneth Galbraith’s, definitive study of the Great Depression, The Great Crash, 1929:



The main relevance of The Great Crash, 1929 to the great crisis of 2008 is surely here. In both cases, the government knew what it should do. Both times, it declined to do it. In the summer of 1929 a few stern words from on high, a rise in the discount rate, a tough investigation into the pyramid schemes of the day, and the house of cards on Wall Street would have tumbled before its fall destroyed the whole economy. In 2004, the FBI warned publicly of “an epidemic of mortgage fraud.” But the government did nothing, and less than nothing, delivering instead low interest rates, deregulation and clear signals that laws would not be enforced. The signals were not subtle: on one occasion the director of the Office of Thrift Supervision came to a conference with copies of the Federal Register and a chainsaw. There followed every manner of scheme to fleece the unsuspecting …. This was fraud, perpetrated in the first instance by the government on the population, and by the rich on the poor. *** The government that permits this to happen is complicit in a vast crime.

In other words, the fraud started at the very top with Greenspan, Bush, Paulson, Negraponte, Bernanke, Geithner, Rubin, Summers and all of the rest of the boys.

As William Black told me today:



In criminology jargon: they created an intensely criminogenic environment. I have no knowledge whether the national security aspects played any role, but the anti-regulatory dogma was devastating.",2017-11-18T20:01:27.400599,2018-02-07 23:39:33.852671,2018-02-07 23:39:33.852696,The Fraud Started At the Very Top: With Government Leaders,"Posted On, Chris Williams",,[''],,,,
7916,3275471,rinf.com,political,http://rinf.com/alt-news/multimedia/video-stingray-spying-goes-world-wide/,"



There are secret cell towers in London that fool phones into giving up private call data …



Via Youtube",2017-11-18T20:01:27.400599,2018-02-07 23:39:33.852671,2018-02-07 23:39:33.852696,Video: Stingray Spying Goes World Wide,,,[''],There are secret cell towers in London that fool phones into giving up private call data ... Via Youtube,"Dron..., 9/11, John Kerry, cps, *, Alex Jones, war, putin, police state, irs, Nightly News, ww3, Hillary Clinton, Martial Law, Alternative Media, infowars, Nuclear",,
